SKU,ASIN,Description,Category,Warehouse,loc,quantity,Available,Committed,PO Reordered,Low Stock Threshold,Price,avg cost,Weight,30 Day Shipments,TV,Length,Width,Height,UPC,Tags
TRITOKNYCDIESEL,,TribeTokes Vape Oil Cartridges strain: NYC Diesel (Sativa),,Distribution Warehouse,,12.000000,12.000000,0.000000,0.000000,1,70.00,0.00,0.075,8.00,0.00,4,2,1,,
TRITOKREMEDY,,TribeTokes Vape Oil Cartridges strain: Remedy (Indica),,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,70.00,0.00,0.075,0.00,0.00,4,2,1,,
TRITOKSORTSU,,TribeTokes Vape Oil Cartridges strain: Sour Tsunami (Hybrid),,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,70.00,0.00,0.075,1.00,0.00,4,2,1,,
TRITOKSWSRWD,,TribeTokes Vape Oil Cartridges strain: Sweet Sour Widow (Indica),,Distribution Warehouse,,7.000000,7.000000,0.000000,0.000000,1,70.00,0.00,0.075,3.00,0.00,4,2,1,,
TRUFFLECRML,,CBD Salted Caramel Chocolate Truffles,,Distribution Warehouse,,0.000000,0.000000,0.000000,200.000000,1,16.00,0.00,0.09375,10.00,0.00,6,2,2,,
VAPDROP0246,,Suorin Drop E-Liquid Vape - Refillable,VAPE,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,60.00,30.50,0.434375,0.00,0.00,4,2,5,6971097030246,
VAPNOVO1058,,Smok Novo Vape Ultra color: Green,VAPE,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,48.00,20.95,0.209375,0.00,0.00,3,1,5,6940695611058,
VAPOPEN3109,,O.Pen 2.0 color: Silver,Vape,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,35.00,0.00,0.075,0.00,0.00,2,1,6,812756023109,
VAPOPEN3116,,O.Pen 2.0 color: Purple,Vape,Distribution Warehouse,,16.000000,16.000000,0.000000,0.000000,1,35.00,14.00,0.075,9.00,224.00,2,1,6,812756023116,
VAPOPEN3147,,O.Pen 2.0 color: Blue,Vape,Distribution Warehouse,,18.000000,18.000000,0.000000,0.000000,1,35.00,14.00,0.075,36.00,252.00,2,1,6,0812756023147,
VAPOPEN4755,,O.Pen 2.0 color: Matte Black,Vape,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,35.00,14.00,0.075,0.00,0.00,2,1,6,812756024755,
VAPOPEN4762,,O.Pen 2.0 color: Rose Gold,Vape,Distribution Warehouse,,24.000000,24.000000,0.000000,0.000000,1,35.00,14.00,0.075,34.00,336.00,2,1,6,0812756024762,
VAPOPEN4779,,O.Pen 2.0 color: Gold,Vape,Distribution Warehouse,,40.000000,40.000000,0.000000,0.000000,1,35.00,14.00,0.075,20.00,560.00,2,1,6,0812756024779,
VAPOPEN4922,,O.Pen 2.0 color: Pearl White,Vape,Distribution Warehouse,,18.000000,18.000000,0.000000,0.000000,1,35.00,14.00,0.075,8.00,252.00,2,1,6,812756024922,
VAPOPEN4939,,O.Pen 2.0 color: Wood Grain,Vape,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,35.00,14.00,0.075,7.00,0.00,2,1,6,812756024939,
VAPPAX26134,,PAX 2 Vaporizer,VAPE,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,175.00,105.00,0.4375,0.00,0.00,4,2,6,819913016134,
VAPRM2090756,,Remedi M2 color: Black,VAPE,Distribution Warehouse,,17.000000,17.000000,0.000000,0.000000,1,25.00,9.95,0.1,6.00,169.15,3,1,5,00810008090756,
VAPRM2090763,,Remedi M2 color: Blue,,Distribution Warehouse,,15.000000,15.000000,0.000000,0.000000,1,25.00,9.95,0.1,8.00,149.25,3,1,5,00810008090763,
VAPRM2090770,,Remedi M2 color: Green,VAPE,Distribution Warehouse,,15.000000,15.000000,0.000000,0.000000,1,25.00,9.95,0.1,8.00,149.25,3,1,5,00810008090770,
VAPRM2090794,,Remedi M2 color: Purple,VAPE,Distribution Warehouse,,17.000000,17.000000,0.000000,0.000000,1,25.00,9.95,0.1,6.00,169.15,3,1,5,00810008090794,
VAPRM2090800,,Remedi M2 color: Red,VAPE,Distribution Warehouse,,16.000000,16.000000,0.000000,0.000000,1,25.00,9.95,0.1,6.00,159.20,3,1,5,00810008090800,
VAPRM2090817,,Remedi M2 color: Silver,VAPE,Distribution Warehouse,,15.000000,15.000000,0.000000,0.000000,1,25.00,9.95,0.1,7.00,149.25,3,1,5,00810008090817,
WHLSBNDLEHER,,Wholesale Bundle for Her,,Distribution Warehouse,,22.000000,21.000000,0.000000,0.000000,1,75.00,0.00,0.0,0.00,0.00,0,0,0,,
WHLSLBNDLEDI,,Wholesale Bundle - Edibles,,Distribution Warehouse,,0.000000,0.000000,0.000000,0.000000,1,66.00,0.00,0.0,0.00,0.00,0,0,0,,
WILDFLWR900,,Wildflower CBD Capsules - Vegan,,Distribution Warehouse,,27.000000,27.000000,0.000000,0.000000,15,99.99,0.00,0.25,5.00,0.00,0,0,0,,
